t_tot_center,best_t_tot,best_amp,best_w_d,best_value,amp_idx,wd_idx,amp_lower,amp_upper,w_d_lower,w_d_upper,t_tot_lower,t_tot_upper
92.5,92.81206017361188,17.06881827144562,0.0037980793118791924,0.510194927707385,3,2,16.0,18.666666666666664,0.0034799999999999996,0.0038199999999999996,91.25,93.75
87.5,87.2829241686449,19.54392660022083,0.0037983611158185202,0.2770184850346258,4,2,18.666666666666664,21.333333333333332,0.0034799999999999996,0.0038199999999999996,86.25,88.75
120.0,118.87156501033712,15.988500278674717,0.0031618920598815905,0.9828554884977833,2,1,13.333333333333332,16.0,0.00314,0.0034799999999999996,118.75,121.25
115.0,113.75000000548889,13.711133586073254,0.0034800000004490653,1.6007326426885022,2,2,13.333333333333332,16.0,0.0034799999999999996,0.0038199999999999996,113.75,116.25
80.0,78.76582219364639,15.6677667666945,0.004159615169137894,0.46366330961220314,2,3,13.333333333333332,16.0,0.0038199999999999996,0.00416,78.75,81.25
50.0,48.750039518907165,10.638617970304779,0.0042232634357296656,0.14829273971633689,0,4,8.0,10.666666666666666,0.00416,0.0045,48.75,51.25
85.0,84.83935070248221,15.999996892687102,0.00432235892727762,0.4421823298174632,2,4,13.333333333333332,16.0,0.00416,0.0045,83.75,86.25
90.0,89.70800785018143,21.333333655194075,0.004178216170198003,0.11129983701314161,5,4,21.333333333333332,24.0,0.00416,0.0045,88.75,91.25
90.0,88.75001425572484,13.252103706277406,0.00311791440474381,0.63135531716988,1,0,10.666666666666666,13.333333333333332,0.0028,0.00314,88.75,91.25
112.5,111.51383950572108,10.666663899017479,0.0035653432969656442,1.6777456989679262,0,2,8.0,10.666666666666666,0.0034799999999999996,0.0038199999999999996,111.25,113.75
82.5,81.25000000338461,10.48730701569191,0.00347999999973656,1.3923837427055723,0,1,8.0,10.666666666666666,0.00314,0.0034799999999999996,81.25,83.75
115.0,114.58034855455755,19.501876576181544,0.003912834601482452,0.37113902912158747,4,3,18.666666666666664,21.333333333333332,0.0038199999999999996,0.00416,113.75,116.25
120.0,119.61903442593945,18.699174912758398,0.003107477684095747,0.5119587722299341,4,0,18.666666666666664,21.333333333333332,0.0028,0.00314,118.75,121.25
75.0,73.75000000000405,10.61817151373666,0.0038199999999985264,1.1637165960773703,0,2,8.0,10.666666666666666,0.0034799999999999996,0.0038199999999999996,73.75,76.25
107.5,106.51069487665664,15.046051017606054,0.0028337035820642253,0.844630419805712,2,0,13.333333333333332,16.0,0.0028,0.00314,106.25,108.75
57.5,56.250002879565606,14.04751848281259,0.003150374494457935,0.016909686395460453,2,1,13.333333333333332,16.0,0.00314,0.0034799999999999996,56.25,58.75
105.0,106.2499999995621,9.974909186545709,0.00433745024226434,1.7405191896841958,0,4,8.0,10.666666666666666,0.00416,0.0045,103.75,106.25
67.5,66.53441310003608,13.242819965586285,0.004134685386018545,0.238634015446692,1,3,10.666666666666666,13.333333333333332,0.0038199999999999996,0.00416,66.25,68.75
50.0,50.209506373502705,19.045204797125386,0.003101104086969733,0.011173987443640006,4,0,18.666666666666664,21.333333333333332,0.0028,0.00314,48.75,51.25
70.0,68.7500007356892,13.082862887296722,0.0038131294860175714,0.2532825692872256,1,2,10.666666666666666,13.333333333333332,0.0034799999999999996,0.0038199999999999996,68.75,71.25
62.5,61.25002856767218,10.495260870496256,0.0038961122519793234,0.5436120484492991,0,3,8.0,10.666666666666666,0.0038199999999999996,0.00416,61.25,63.75
55.0,54.809770961214326,21.34376564463175,0.0031148640029573134,0.010292525299849507,5,0,21.333333333333332,24.0,0.0028,0.00314,53.75,56.25
52.5,52.23006700447376,16.001552514616705,0.003448031551731769,1.213607093052549e-06,3,1,16.0,18.666666666666664,0.00314,0.0034799999999999996,51.25,53.75
95.0,93.75001911890351,10.310338922193436,0.0030636605006710295,1.6636585479680324,0,0,8.0,10.666666666666666,0.0028,0.00314,93.75,96.25
87.5,86.25000313683258,13.309176529777579,0.003305121855395691,0.6220572135897848,1,1,10.666666666666666,13.333333333333332,0.00314,0.0034799999999999996,86.25,88.75
112.5,111.25000000000264,10.666666666667547,0.004160000000000699,1.7803639119689683,1,4,10.666666666666666,13.333333333333332,0.00416,0.0045,111.25,113.75
80.0,80.72631086464276,16.88027133777261,0.00438446268435504,0.32465335501461573,3,4,16.0,18.666666666666664,0.00416,0.0045,78.75,81.25
95.0,95.45772602239788,19.04426524343066,0.004229102824619787,0.4825544757450051,4,4,18.666666666666664,21.333333333333332,0.00416,0.0045,93.75,96.25
110.0,109.8477281800361,16.87591554271263,0.0031213489496344296,0.9726626113806467,3,0,16.0,18.666666666666664,0.0028,0.00314,108.75,111.25
102.5,102.98590767736462,21.877952811396128,0.003875569303144952,0.24680411361078183,5,3,21.333333333333332,24.0,0.0038199999999999996,0.00416,101.25,103.75
55.0,53.94962082277186,12.269829355440834,0.0042193509895779475,0.0903904884929472,1,4,10.666666666666666,13.333333333333332,0.00416,0.0045,53.75,56.25
105.0,103.75000005329241,13.333333329050468,0.0036830829401942127,1.5286414600693985,1,2,10.666666666666666,13.333333333333332,0.0034799999999999996,0.0038199999999999996,103.75,106.25
97.5,96.25000004843207,10.666666666503911,0.004160000001228645,1.678840709414903,0,4,8.0,10.666666666666666,0.00416,0.0045,96.25,98.75
57.5,57.5421110022794,21.52261160762559,0.0041614223088891076,0.0035110250232192946,5,4,21.333333333333332,24.0,0.00416,0.0045,56.25,58.75
67.5,67.2213758628543,15.6768285031135,0.0038169990132986705,0.06326077394449703,2,2,13.333333333333332,16.0,0.0034799999999999996,0.0038199999999999996,66.25,68.75
112.5,112.2294606000491,23.136167242222612,0.0034793225394241165,0.33572334067408544,5,1,21.333333333333332,24.0,0.00314,0.0034799999999999996,111.25,113.75
117.5,116.25000000105744,17.023333869719064,0.004160000000014337,1.3868520122279184,3,4,16.0,18.666666666666664,0.00416,0.0045,116.25,118.75
60.0,59.64317578652404,18.994885356051515,0.0038494123640313367,0.00014982949204674057,4,3,18.666666666666664,21.333333333333332,0.0038199999999999996,0.00416,58.75,61.25
57.5,56.25000055956293,13.291480102879548,0.002967550821639847,0.027399495703481394,1,0,10.666666666666666,13.333333333333332,0.0028,0.00314,56.25,58.75
75.0,74.96136848061568,18.49603486865576,0.004114905731805344,0.11659413629172585,3,3,16.0,18.666666666666664,0.0038199999999999996,0.00416,73.75,76.25
120.0,121.24999988347598,13.333333333331513,0.003896903937376666,1.3123699401093543,1,3,10.666666666666666,13.333333333333332,0.0038199999999999996,0.00416,118.75,121.25
72.5,72.42435473816693,21.497472326767355,0.003730822333820229,0.007559625397524014,5,2,21.333333333333332,24.0,0.0034799999999999996,0.0038199999999999996,71.25,73.75
115.0,116.24999999607451,11.213943550232642,0.0030608354501399045,1.7755462586216453,1,0,10.666666666666666,13.333333333333332,0.0028,0.00314,113.75,116.25
85.0,84.48730679934438,21.586562375858083,0.0034203749190586698,0.059144659674448,5,1,21.333333333333332,24.0,0.00314,0.0034799999999999996,83.75,86.25
82.5,82.5265247348622,16.81891189785176,0.0031104047883554866,0.13387142757115283,3,0,16.0,18.666666666666664,0.0028,0.00314,81.25,83.75
97.5,97.45217322371167,19.35102555841938,0.003046071560619286,0.25486670280565943,4,0,18.666666666666664,21.333333333333332,0.0028,0.00314,96.25,98.75
90.0,88.75000935124838,14.217905262826273,0.003406219956753387,0.6390955415100292,2,1,13.333333333333332,16.0,0.00314,0.0034799999999999996,88.75,91.25
100.0,100.4139069452865,18.664590261148167,0.0035630037931040277,0.3460500286378295,3,2,16.0,18.666666666666664,0.0034799999999999996,0.0038199999999999996,98.75,101.25
87.5,86.4354027567467,14.120515202471415,0.0031037744700287526,0.41217407778057835,2,0,13.333333333333332,16.0,0.0028,0.00314,86.25,88.75
80.0,79.95402693068095,18.893158144039297,0.003465196833220034,0.06937954971465353,4,1,18.666666666666664,21.333333333333332,0.00314,0.0034799999999999996,78.75,81.25
95.0,93.98471187125166,16.072023897174684,0.003479765266697011,0.7239453534963775,3,1,16.0,18.666666666666664,0.00314,0.0034799999999999996,93.75,96.25
92.5,92.31888685705648,22.117965069559478,0.0030555014582018393,0.07924445216129139,5,0,21.333333333333332,24.0,0.0028,0.00314,91.25,93.75
65.0,64.81887008395377,21.36599760697898,0.00382328552863008,2.030651052830722e-05,5,3,21.333333333333332,24.0,0.0038199999999999996,0.00416,63.75,66.25
52.5,51.25000036069074,10.512068061864829,0.0031399989065573073,0.12108860399562876,0,0,8.0,10.666666666666666,0.0028,0.00314,51.25,53.75
62.5,62.13926235863469,16.049228961937246,0.00349644509146168,0.01827618165946714,3,2,16.0,18.666666666666664,0.0034799999999999996,0.0038199999999999996,61.25,63.75
77.5,77.25989005990044,19.07841102953086,0.003740414065160208,0.06637274040225999,4,2,18.666666666666664,21.333333333333332,0.0034799999999999996,0.0038199999999999996,76.25,78.75
70.0,69.97352782343305,15.929582112790076,0.0040953136226754795,0.10840553026613647,2,3,13.333333333333332,16.0,0.0038199999999999996,0.00416,68.75,71.25
117.5,116.25000006112317,13.979038747708888,0.003480000000368286,1.7245384371312276,2,2,13.333333333333332,16.0,0.0034799999999999996,0.0038199999999999996,116.25,118.75
52.5,52.677573505165334,18.96502931668228,0.004163825559135261,0.003171594004894914,4,4,18.666666666666664,21.333333333333332,0.00416,0.0045,51.25,53.75
102.5,101.25000000209734,8.000000002120766,0.0028000000111619797,1.7275093796361047,0,0,8.0,10.666666666666666,0.0028,0.00314,101.25,103.75
92.5,91.25000000265752,13.333333333245992,0.004160000000077225,1.4960957847755878,1,4,10.666666666666666,13.333333333333332,0.00416,0.0045,91.25,93.75
100.0,98.75000005521662,15.999999987784843,0.00419441739539937,1.1505277617150167,2,4,13.333333333333332,16.0,0.00416,0.0045,98.75,101.25
105.0,105.0047876829491,19.065103277500942,0.003326091623476504,0.46135004549492376,4,1,18.666666666666664,21.333333333333332,0.00314,0.0034799999999999996,103.75,106.25
107.5,107.494016978205,18.666664631569066,0.003999885240822411,0.36060862436150865,3,3,16.0,18.666666666666664,0.0038199999999999996,0.00416,106.25,108.75
87.5,86.2500000011354,13.333333333331717,0.004306416356295846,1.2812173170427354,1,4,10.666666666666666,13.333333333333332,0.00416,0.0045,86.25,88.75
112.5,113.74999999992934,10.945906670210567,0.003479999999999213,1.6638484602666772,1,1,10.666666666666666,13.333333333333332,0.00314,0.0034799999999999996,111.25,113.75
52.5,52.474344724931115,16.27691620503504,0.004184234307761522,0.0003341475992640812,3,4,16.0,18.666666666666664,0.00416,0.0045,51.25,53.75
120.0,119.36746041543633,23.753182841870547,0.0038745136837422226,0.19814565350299165,5,3,21.333333333333332,24.0,0.0038199999999999996,0.00416,118.75,121.25
115.0,115.0379786958287,21.55313413730091,0.0031381676799444656,0.2246444184819609,5,0,21.333333333333332,24.0,0.0028,0.00314,113.75,116.25
70.0,70.05556066930454,21.413030940670467,0.004147812619564161,0.011389084838775768,5,3,21.333333333333332,24.0,0.0038199999999999996,0.00416,68.75,71.25
77.5,77.36867939823433,16.81721434733993,0.003542378012360087,0.11059083129547734,3,2,16.0,18.666666666666664,0.0034799999999999996,0.0038199999999999996,76.25,78.75
55.0,53.750075574357304,12.816669193979713,0.0034464354337152532,0.0343016649064672,1,1,10.666666666666666,13.333333333333332,0.00314,0.0034799999999999996,53.75,56.25
62.5,62.30952639654476,18.849185611407066,0.0035097465856044163,0.0013793964061117108,4,2,18.666666666666664,21.333333333333332,0.0034799999999999996,0.0038199999999999996,61.25,63.75
65.0,64.82007774380823,15.88229432878008,0.0038704844063642873,0.04151916412782303,2,3,13.333333333333332,16.0,0.0038199999999999996,0.00416,63.75,66.25
92.5,91.41266291510377,15.556607878888267,0.0028247241934397653,0.30817528961294455,2,0,13.333333333333332,16.0,0.0028,0.00314,91.25,93.75
95.0,94.69331817939796,18.843186148578887,0.003459969429811132,0.44041729237385396,4,1,18.666666666666664,21.333333333333332,0.00314,0.0034799999999999996,93.75,96.25
80.0,79.74846355344836,16.281799819969223,0.0034659677867053184,0.15969098705160195,3,1,16.0,18.666666666666664,0.00314,0.0034799999999999996,78.75,81.25
87.5,86.92412814012728,21.696116804794567,0.0031074202013441385,0.047966212609113185,5,0,21.333333333333332,24.0,0.0028,0.00314,86.25,88.75
90.0,89.53699149341428,21.44222504509746,0.003427264813816134,0.15189961033979632,5,1,21.333333333333332,24.0,0.00314,0.0034799999999999996,88.75,91.25
97.5,97.10215214664687,18.134456677430713,0.003098826306790451,0.34425503546475955,3,0,16.0,18.666666666666664,0.0028,0.00314,96.25,98.75
102.5,102.51178507670254,18.912244040450645,0.003048705751467442,0.17168004620892713,4,0,18.666666666666664,21.333333333333332,0.0028,0.00314,101.25,103.75
105.0,106.24982562184395,10.666635772334743,0.0031507047807319104,1.639563643991189,0,1,8.0,10.666666666666666,0.00314,0.0034799999999999996,103.75,106.25
82.5,81.69848313643853,19.04117497282998,0.003123401295851166,0.061325954935210286,4,0,18.666666666666664,21.333333333333332,0.0028,0.00314,81.25,83.75
85.0,84.35108372930388,15.680858341944763,0.00338374930497033,0.26396075703651,2,1,13.333333333333332,16.0,0.00314,0.0034799999999999996,83.75,86.25
72.5,72.1316022588838,15.898259310844068,0.0038199860344513715,0.10851740762748113,2,2,13.333333333333332,16.0,0.0034799999999999996,0.0038199999999999996,71.25,73.75
75.0,75.32783911554873,19.97858686509719,0.004057671702329607,0.07296539468199739,4,3,18.666666666666664,21.333333333333332,0.0038199999999999996,0.00416,73.75,76.25
110.0,108.75000035470511,15.999999999791006,0.004076293488196941,1.1109852221707641,2,3,13.333333333333332,16.0,0.0038199999999999996,0.00416,108.75,111.25
60.0,59.29874509563538,16.274124325066403,0.0038725453945026634,0.010329642579364022,3,3,16.0,18.666666666666664,0.0038199999999999996,0.00416,58.75,61.25
50.0,48.750002624088616,10.603847192015387,0.003289525639682135,0.08516975820063513,0,1,8.0,10.666666666666666,0.00314,0.0034799999999999996,48.75,51.25
67.5,67.80226452426922,22.05627029868415,0.0037627602025237955,0.00035472095338171493,5,2,21.333333333333332,24.0,0.0034799999999999996,0.0038199999999999996,66.25,68.75
57.5,57.24981940410855,13.616744318661755,0.0042207790564605845,0.060277991141925606,2,4,13.333333333333332,16.0,0.00416,0.0045,56.25,58.75
82.5,82.38723104676481,10.433542961114263,0.004388306969775031,1.5968273500910926,0,4,8.0,10.666666666666666,0.00416,0.0045,81.25,83.75
105.0,103.97924604401508,19.183330010723747,0.004204088663028238,0.25908105193343833,4,4,18.666666666666664,21.333333333333332,0.00416,0.0045,103.75,106.25
100.0,98.75000990895721,15.81167957637218,0.003292570100232773,0.8484410437171027,2,1,13.333333333333332,16.0,0.00314,0.0034799999999999996,98.75,101.25
95.0,94.34956242859093,16.00001648929959,0.004195199687054004,0.8316308103528482,3,4,16.0,18.666666666666664,0.00416,0.0045,93.75,96.25
112.5,113.6831596555545,20.25533427267917,0.003594840278413038,0.4439737818311301,4,2,18.666666666666664,21.333333333333332,0.0034799999999999996,0.0038199999999999996,111.25,113.75
115.0,116.24999999998268,9.918029116018207,0.003971374032277039,1.7010522337079235,0,3,8.0,10.666666666666666,0.0038199999999999996,0.00416,113.75,116.25
120.0,121.24999995591634,8.000000001500867,0.0031078079945510537,1.562825984588525,0,0,8.0,10.666666666666666,0.0028,0.00314,118.75,121.25
80.0,79.41885497950254,19.437050562249023,0.004420590486547488,0.1122292601419494,4,4,18.666666666666664,21.333333333333332,0.00416,0.0045,78.75,81.25
80.0,78.7500004846553,10.666665664423878,0.0030535249145931496,0.9210320375499512,0,0,8.0,10.666666666666666,0.0028,0.00314,78.75,81.25
92.5,91.25000264679578,13.203760780013315,0.0032342883241586154,0.831963671593554,1,1,10.666666666666666,13.333333333333332,0.00314,0.0034799999999999996,91.25,93.75
52.5,53.59551761225771,19.13586539377709,0.0034767743253056854,0.004358778294601887,4,1,18.666666666666664,21.333333333333332,0.00314,0.0034799999999999996,51.25,53.75
65.0,63.82540102236484,12.753058804509173,0.0035185277348554474,0.15444517087884413,1,2,10.666666666666666,13.333333333333332,0.0034799999999999996,0.0038199999999999996,63.75,66.25
55.0,53.75000461229839,14.527217486837445,0.00295798082484492,0.0035851987796476636,2,0,13.333333333333332,16.0,0.0028,0.00314,53.75,56.25
77.5,76.25000001231996,8.590281267834571,0.003820000003843095,1.5437750105120727,0,3,8.0,10.666666666666666,0.0038199999999999996,0.00416,76.25,78.75
50.0,50.005688834599546,16.06328505643457,0.0031253518275773055,0.0015309542677629491,3,0,16.0,18.666666666666664,0.0028,0.00314,48.75,51.25
102.5,101.25000000879314,13.333333332263999,0.003820000000080666,1.6089623106686157,1,3,10.666666666666666,13.333333333333332,0.0038199999999999996,0.00416,101.25,103.75
57.5,58.01009882739582,21.45665297361054,0.0031474789949968054,0.005458691589975072,5,1,21.333333333333332,24.0,0.00314,0.0034799999999999996,56.25,58.75
60.0,58.75031352499744,10.468001708252928,0.003614324667163588,0.3718535918251272,0,2,8.0,10.666666666666666,0.0034799999999999996,0.0038199999999999996,58.75,61.25
105.0,104.62868692712958,21.66653618215538,0.0034804855342873992,0.14238637622385059,5,2,21.333333333333332,24.0,0.0034799999999999996,0.0038199999999999996,103.75,106.25
72.5,71.69440719866557,13.033501945276532,0.004159012424994622,0.4689750671818126,1,3,10.666666666666666,13.333333333333332,0.0038199999999999996,0.00416,71.25,73.75
117.5,117.15799947031269,18.557357426098026,0.0031810425494016134,0.5003058453210687,3,1,16.0,18.666666666666664,0.00314,0.0034799999999999996,116.25,118.75
112.5,111.80485297703375,21.844061067293385,0.0042460860192425395,0.29056880765042686,5,4,21.333333333333332,24.0,0.00416,0.0045,111.25,113.75
85.0,84.01834086694484,13.236463619236961,0.003139997142881769,0.4870925614341083,1,0,10.666666666666666,13.333333333333332,0.0028,0.00314,83.75,86.25
97.5,96.2500000371538,10.666666660785115,0.003140000000319129,1.718555950287861,0,1,8.0,10.666666666666666,0.00314,0.0034799999999999996,96.25,98.75
90.0,88.75015748149538,14.917866379650155,0.004344893153654793,0.7711705067624314,2,4,13.333333333333332,16.0,0.00416,0.0045,88.75,91.25
85.0,84.88290371252218,21.67827120474309,0.004357662352594017,0.05209837143529618,5,4,21.333333333333332,24.0,0.00416,0.0045,83.75,86.25
80.0,80.27100590532733,21.638822986641166,0.004154294469716864,0.10121989631355224,5,3,21.333333333333332,24.0,0.0038199999999999996,0.00416,78.75,81.25
117.5,117.55242770137004,21.60153275472429,0.0030942135286460798,0.24349535368294084,5,0,21.333333333333332,24.0,0.0028,0.00314,116.25,118.75
87.5,86.25002329106836,16.717382114564018,0.0035882432309223573,0.35378737250270686,3,2,16.0,18.666666666666664,0.0034799999999999996,0.0038199999999999996,86.25,88.75
110.0,111.24999993123795,10.666666679948392,0.0034799999850205557,1.740830386804897,1,1,10.666666666666666,13.333333333333332,0.00314,0.0034799999999999996,108.75,111.25
92.5,92.91734407955718,18.8672716536578,0.003819993785033969,0.25984840283246413,4,2,18.666666666666664,21.333333333333332,0.0034799999999999996,0.0038199999999999996,91.25,93.75
95.0,94.72353467692716,15.850262426730067,0.004015898454022035,0.6139316472466022,2,3,13.333333333333332,16.0,0.0038199999999999996,0.00416,93.75,96.25
62.5,61.25000174681033,14.063575262390666,0.002980931322024506,0.03922216488519645,2,0,13.333333333333332,16.0,0.0028,0.00314,61.25,63.75
52.5,51.26284132974218,13.185688373764714,0.003543392667027801,0.014646045049504737,1,2,10.666666666666666,13.333333333333332,0.0034799999999999996,0.0038199999999999996,51.25,53.75
65.0,63.84529039666985,18.831778855842146,0.003181164643092806,0.001985504151269041,4,1,18.666666666666664,21.333333333333332,0.00314,0.0034799999999999996,63.75,66.25
105.0,104.91542930653604,18.666654520776408,0.003844330409674062,0.7240309896539172,3,3,16.0,18.666666666666664,0.0038199999999999996,0.00416,103.75,106.25
70.0,69.95418350379614,18.644988105267185,0.0034568485534598953,0.017523215229523544,3,1,16.0,18.666666666666664,0.00314,0.0034799999999999996,68.75,71.25
77.5,77.54818434978733,21.65397981787937,0.003132679387086956,0.011910959866548929,5,0,21.333333333333332,24.0,0.0028,0.00314,76.25,78.75
