t_tot_center,best_t_tot,best_amp,best_w_d,best_ramp,best_value,amp_idx,wd_idx,ramp_idx,amp_lower,amp_upper,w_d_lower,w_d_upper,ramp_lower,ramp_upper,t_tot_lower,t_tot_upper
57.5,57.82205812841012,16.112469248369287,0.0031421472222294988,0.2978383512437604,0.018114527916584286,3,1,0,16.0,18.666666666666664,0.00314,0.0034799999999999996,1e-10,0.5,56.25,58.75
110.0,110.07340938392983,13.614838740058737,0.0041855096344201375,0.0355949411443693,0.025168884804076627,2,4,0,13.333333333333332,16.0,0.00416,0.0045,1e-10,0.5,108.75,111.25
92.5,92.0440491861789,10.666666647605917,0.0041946055652858725,0.07663418936737296,0.021301270416661924,0,4,0,8.0,10.666666666666666,0.00416,0.0045,1e-10,0.5,91.25,93.75
102.5,103.74996527445538,13.065212389876992,0.003551311394256054,0.08993393223227311,0.006184644348840812,1,2,0,10.666666666666666,13.333333333333332,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,101.25,103.75
72.5,71.25000536369832,13.333332770515224,0.0037733082373381187,0.14739063589879128,0.25059184689899167,1,2,0,10.666666666666666,13.333333333333332,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,71.25,73.75
62.5,62.40818063243918,13.557043384678344,0.002958267491639441,0.30044673003780037,1.9664707727577853e-06,2,0,0,13.333333333333332,16.0,0.0028,0.00314,1e-10,0.5,61.25,63.75
62.5,61.25001470288169,12.801186000183737,0.003486425320740133,0.2514769943027726,0.06675901703985543,1,2,0,10.666666666666666,13.333333333333332,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,61.25,63.75
67.5,66.2500333576095,10.666638102089127,0.004116545657086211,0.10594307029433425,0.4682858398185924,0,3,0,8.0,10.666666666666666,0.0038199999999999996,0.00416,1e-10,0.5,66.25,68.75
82.5,82.11444283659546,21.47703965261603,0.0030432549730879826,0.22182079600147764,0.00013068614901732062,5,0,0,21.333333333333332,24.0,0.0028,0.00314,1e-10,0.5,81.25,83.75
120.0,120.0487202164339,21.394942268061147,0.004169048465932877,0.12193003734593007,0.0015151147358199975,5,4,0,21.333333333333332,24.0,0.00416,0.0045,1e-10,0.5,118.75,121.25
77.5,76.64825373101631,10.66666523635486,0.0031399996609465324,0.10384836459622286,0.6866118858490461,0,0,0,8.0,10.666666666666666,0.0028,0.00314,1e-10,0.5,76.25,78.75
120.0,119.86854225321851,11.975012251977214,0.0031392280860481378,0.08273063741534131,0.000415755075492282,1,0,0,10.666666666666666,13.333333333333332,0.0028,0.00314,1e-10,0.5,118.75,121.25
80.0,81.24996131263137,12.783015407940681,0.004423828157013032,0.10477889966895251,0.018606341663084204,1,4,0,10.666666666666666,13.333333333333332,0.00416,0.0045,1e-10,0.5,78.75,81.25
65.0,65.02225956248736,18.69576029441776,0.0038216097852432004,0.2478824859132309,0.0007065936345972048,4,3,0,18.666666666666664,21.333333333333332,0.0038199999999999996,0.00416,1e-10,0.5,63.75,66.25
102.5,102.56715062621751,21.683925297055463,0.003123662838865125,0.10940754256454359,0.028676030445551285,5,0,0,21.333333333333332,24.0,0.0028,0.00314,1e-10,0.5,101.25,103.75
75.0,74.99616700331255,19.965039104715956,0.0031399252678447963,0.20065601001509073,0.0007539403580019717,4,0,0,18.666666666666664,21.333333333333332,0.0028,0.00314,1e-10,0.5,73.75,76.25
100.0,100.24034892038131,15.967088101458316,0.003526889112170714,0.13616105666318976,0.0002909287729536202,2,2,0,13.333333333333332,16.0,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,98.75,101.25
72.5,72.42591028954203,21.778393716692463,0.004135689342461577,0.1920743683329335,0.006891435631794311,5,3,0,21.333333333333332,24.0,0.0038199999999999996,0.00416,1e-10,0.5,71.25,73.75
92.5,92.38732437036974,13.19419904956716,0.003819936387622455,0.08727723723765997,0.044337528512181104,1,2,0,10.666666666666666,13.333333333333332,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,91.25,93.75
90.0,91.24959985421548,9.254777845835276,0.00307200425373151,0.07369375466498553,0.6693249601406525,0,0,0,8.0,10.666666666666666,0.0028,0.00314,1e-10,0.5,88.75,91.25
75.0,75.04916745617778,21.39997118773769,0.0034627481398071306,0.16116862491282047,0.0001547585412041378,5,1,0,21.333333333333332,24.0,0.00314,0.0034799999999999996,1e-10,0.5,73.75,76.25
120.0,119.61331661547989,18.806396388935664,0.0030799684378479946,0.13260631900126213,0.00015833152389073884,4,0,0,18.666666666666664,21.333333333333332,0.0028,0.00314,1e-10,0.5,118.75,121.25
67.5,67.72679913738124,19.806912222841852,0.0034474637227291664,0.20678020752485202,0.005486193165555198,4,1,0,18.666666666666664,21.333333333333332,0.00314,0.0034799999999999996,1e-10,0.5,66.25,68.75
102.5,102.50801481885935,21.38959044613581,0.003268278960149343,0.16183308542470753,0.0003450898513208192,5,1,0,21.333333333333332,24.0,0.00314,0.0034799999999999996,1e-10,0.5,101.25,103.75
107.5,107.31729210957351,21.354365582403073,0.004173375589240841,0.0889871272889196,0.020450321715772664,5,4,0,21.333333333333332,24.0,0.00416,0.0045,1e-10,0.5,106.25,108.75
82.5,83.42779132458416,13.310109232456055,0.004327596758901594,0.11188896673179277,0.006035880211134871,1,4,0,10.666666666666666,13.333333333333332,0.00416,0.0045,1e-10,0.5,81.25,83.75
87.5,87.01532340200741,21.684247667832935,0.0030711725878386424,0.26909459098734717,0.015991393265955056,5,0,0,21.333333333333332,24.0,0.0028,0.00314,1e-10,0.5,86.25,88.75
50.0,48.75001883485058,10.635081375293744,0.003396267127483699,0.22223480286760094,0.002096213614389207,0,1,0,8.0,10.666666666666666,0.00314,0.0034799999999999996,1e-10,0.5,48.75,51.25
77.5,78.74998211893423,15.886696663750671,0.004153947440547688,0.13822200245959407,0.06264752775008406,2,3,0,13.333333333333332,16.0,0.0038199999999999996,0.00416,1e-10,0.5,76.25,78.75
72.5,72.47714529288245,21.766421675608203,0.0034263107593941623,0.19022553554987184,0.005080235715022522,5,1,0,21.333333333333332,24.0,0.00314,0.0034799999999999996,1e-10,0.5,71.25,73.75
62.5,61.98655782013298,13.536180603437112,0.003483228758859839,0.3106848285251018,0.012170462448783094,2,2,0,13.333333333333332,16.0,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,61.25,63.75
87.5,87.5611058921166,21.456655386887892,0.0040370979187300815,0.1518503149268002,0.00419924358525074,5,3,0,21.333333333333332,24.0,0.0038199999999999996,0.00416,1e-10,0.5,86.25,88.75
105.0,105.00481932593758,18.366210229969905,0.004170892695316318,0.1093321641957415,0.004414199748978499,3,4,0,16.0,18.666666666666664,0.00416,0.0045,1e-10,0.5,103.75,106.25
112.5,112.53881515101172,10.274369417266763,0.0038603116544441937,0.0840946089380066,4.8609566888321626e-05,0,3,0,8.0,10.666666666666666,0.0038199999999999996,0.00416,1e-10,0.5,111.25,113.75
97.5,97.95456550456655,12.924341016414024,0.004192662635138887,0.14210406797123293,9.402714052694315e-05,1,4,0,10.666666666666666,13.333333333333332,0.00416,0.0045,1e-10,0.5,96.25,98.75
100.0,99.39037996227951,15.551072665797482,0.0038264582364302712,0.19490841718767082,0.0002592493810685045,2,3,0,13.333333333333332,16.0,0.0038199999999999996,0.00416,1e-10,0.5,98.75,101.25
67.5,67.76331856638572,21.686099363179462,0.004348255126590287,0.1928683379774472,0.01253317684325844,5,4,0,21.333333333333332,24.0,0.00416,0.0045,1e-10,0.5,66.25,68.75
77.5,78.07542755383977,19.487678300589263,0.004143893575263423,0.15178849585802942,0.013561080288464415,4,3,0,18.666666666666664,21.333333333333332,0.0038199999999999996,0.00416,1e-10,0.5,76.25,78.75
95.0,96.24993133751188,13.264496939375048,0.0038094309853782733,0.10259249969252297,0.0030256006709644453,1,2,0,10.666666666666666,13.333333333333332,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,93.75,96.25
95.0,96.24988520655313,14.003096974516367,0.0034574721660096015,0.08696998124081758,0.16695315573612599,2,1,0,13.333333333333332,16.0,0.00314,0.0034799999999999996,1e-10,0.5,93.75,96.25
102.5,102.30766905898876,10.530307034624519,0.0037017911616071685,0.06013818439859173,0.06768239921368233,0,2,0,8.0,10.666666666666666,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,101.25,103.75
112.5,112.6525810519009,10.684240495225618,0.004173591942114499,0.09608492123855053,0.00115915021231484,1,4,0,10.666666666666666,13.333333333333332,0.00416,0.0045,1e-10,0.5,111.25,113.75
52.5,53.749999974750324,16.478146522594752,0.003865090147051345,0.2273844761511241,0.023319463949397067,3,3,0,16.0,18.666666666666664,0.0038199999999999996,0.00416,1e-10,0.5,51.25,53.75
70.0,70.14268129297093,21.44624368047109,0.00432176766955565,0.20048573635640082,0.0033999200666685937,5,4,0,21.333333333333332,24.0,0.00416,0.0045,1e-10,0.5,68.75,71.25
95.0,94.5907455245897,14.034029173918677,0.004015044753709586,0.1356522982016301,0.0001539853113489887,2,3,0,13.333333333333332,16.0,0.0038199999999999996,0.00416,1e-10,0.5,93.75,96.25
60.0,61.24973716529615,16.43231840433127,0.0033418129118375052,0.3760562997774433,0.0007410330788223232,3,1,0,16.0,18.666666666666664,0.00314,0.0034799999999999996,1e-10,0.5,58.75,61.25
112.5,112.40100641929894,10.118356450268559,0.004169939938204261,0.1040326062376449,4.8498124507657245e-05,0,4,0,8.0,10.666666666666666,0.00416,0.0045,1e-10,0.5,111.25,113.75
50.0,50.70781900815816,13.424437109633143,0.0038322565509821666,0.23974230804813776,0.005765230094526204,2,3,0,13.333333333333332,16.0,0.0038199999999999996,0.00416,1e-10,0.5,48.75,51.25
92.5,91.91750876282845,14.167802129791419,0.0034724607450240994,0.19360845131616966,0.25687459063761287,2,1,0,13.333333333333332,16.0,0.00314,0.0034799999999999996,1e-10,0.5,91.25,93.75
57.5,58.749988844567376,12.528506913030235,0.002940493479742126,0.2880140147902431,0.00013684038602751648,1,0,0,10.666666666666666,13.333333333333332,0.0028,0.00314,1e-10,0.5,56.25,58.75
105.0,105.05128351205282,12.82196954691695,0.0038559714797852533,0.12486944908114664,6.413788478848025e-05,1,3,0,10.666666666666666,13.333333333333332,0.0038199999999999996,0.00416,1e-10,0.5,103.75,106.25
70.0,69.44648503996746,15.997018047338585,0.003802943777880724,0.1670889821499827,0.09953354252980931,2,2,0,13.333333333333332,16.0,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,68.75,71.25
97.5,97.43016010703754,18.75735988673345,0.00416992845695258,0.16444669061249392,0.00014400439065086402,4,4,0,18.666666666666664,21.333333333333332,0.00416,0.0045,1e-10,0.5,96.25,98.75
62.5,62.35928453322876,14.334998717529443,0.004180932303163417,0.1572191716186661,0.11438771848240326,2,4,0,13.333333333333332,16.0,0.00416,0.0045,1e-10,0.5,61.25,63.75
55.0,54.92020011738618,21.48553922908305,0.0034196628219818376,0.3160064401005912,0.03430675287138839,5,1,0,21.333333333333332,24.0,0.00314,0.0034799999999999996,1e-10,0.5,53.75,56.25
97.5,97.5378630632964,19.19205483514097,0.00382781814748931,0.205251405252781,2.9491566117134317e-05,4,3,0,18.666666666666664,21.333333333333332,0.0038199999999999996,0.00416,1e-10,0.5,96.25,98.75
65.0,63.75033849659735,10.663059658381968,0.0042730469736638734,0.20448853812422482,0.4601845104430633,0,4,0,8.0,10.666666666666666,0.00416,0.0045,1e-10,0.5,63.75,66.25
52.5,53.67110945936121,13.397923032599229,0.003610145484447639,0.2490824326360412,0.003144637105131815,2,2,0,13.333333333333332,16.0,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,51.25,53.75
120.0,119.67269639692252,12.354173525804626,0.0035233998584893807,0.1109145691726005,6.787326981472821e-05,1,2,0,10.666666666666666,13.333333333333332,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,118.75,121.25
60.0,60.351200828747714,13.462591801404283,0.0032003682682365453,0.26628336924743645,0.00022128453849280975,2,1,0,13.333333333333332,16.0,0.00314,0.0034799999999999996,1e-10,0.5,58.75,61.25
80.0,78.75001513318692,10.649447488602425,0.004104789247676307,0.15665969872529997,0.4684002378489194,0,3,0,8.0,10.666666666666666,0.0038199999999999996,0.00416,1e-10,0.5,78.75,81.25
92.5,92.54724841761893,13.242364545734938,0.0034311210671246458,0.16237373575387515,0.3268573662410864,1,1,0,10.666666666666666,13.333333333333332,0.00314,0.0034799999999999996,1e-10,0.5,91.25,93.75
50.0,51.09915751016451,16.245951842297522,0.0036296158593991604,0.3127359649953248,0.027353827242458873,3,2,0,16.0,18.666666666666664,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,48.75,51.25
110.0,110.16333882983632,18.857342470003307,0.004188272550607665,0.10956375572550218,0.0031911163219049206,4,4,0,18.666666666666664,21.333333333333332,0.00416,0.0045,1e-10,0.5,108.75,111.25
65.0,65.5158532047165,18.87157150741269,0.00348787506980203,0.205390299518218,0.0061785889850172,4,2,0,18.666666666666664,21.333333333333332,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,63.75,66.25
80.0,80.33181627597378,21.564479430807115,0.0040472556775874,0.1598214443435166,0.007748885444988382,5,3,0,21.333333333333332,24.0,0.0038199999999999996,0.00416,1e-10,0.5,78.75,81.25
82.5,82.62836727964894,21.574586087696616,0.0034714376726537894,0.15948735015052679,0.060843414057431586,5,1,0,21.333333333333332,24.0,0.00314,0.0034799999999999996,1e-10,0.5,81.25,83.75
117.5,117.53157038945862,10.447851735916213,0.0041868123091282974,0.07077198813063927,8.804695166692217e-06,0,4,0,8.0,10.666666666666666,0.00416,0.0045,1e-10,0.5,116.25,118.75
75.0,74.94935992231214,20.111992545172637,0.003425539892114899,0.17553732215615658,0.03558935661456652,4,1,0,18.666666666666664,21.333333333333332,0.00314,0.0034799999999999996,1e-10,0.5,73.75,76.25
112.5,112.54233758336423,18.676668308519318,0.003863239268036475,0.14092838876748312,0.0001436636802063067,4,3,0,18.666666666666664,21.333333333333332,0.0038199999999999996,0.00416,1e-10,0.5,111.25,113.75
52.5,51.25003011663938,10.57329131752924,0.004287271637777848,0.20223010731662192,0.3747744043831991,0,4,0,8.0,10.666666666666666,0.00416,0.0045,1e-10,0.5,51.25,53.75
75.0,74.52665697008143,13.046229024923345,0.004353076233175543,0.2029546883962664,0.17022609976667719,1,4,0,10.666666666666666,13.333333333333332,0.00416,0.0045,1e-10,0.5,73.75,76.25
60.0,61.24999029158277,13.383616070323376,0.0029710483577486267,0.28238721983320453,0.0006335070726205475,2,0,0,13.333333333333332,16.0,0.0028,0.00314,1e-10,0.5,58.75,61.25
102.5,102.70979934504949,10.488154141360363,0.003841710772914082,0.08164508222995456,0.00014124110888514698,0,3,0,8.0,10.666666666666666,0.0038199999999999996,0.00416,1e-10,0.5,101.25,103.75
105.0,105.40509250541147,15.873902708475418,0.004163227007448232,0.09988278905998622,0.0005238915610685383,2,4,0,13.333333333333332,16.0,0.00416,0.0045,1e-10,0.5,103.75,106.25
60.0,58.75054594948525,10.66666637316052,0.004231277010681367,0.13540128847602073,0.39368134079622896,0,4,0,8.0,10.666666666666666,0.00416,0.0045,1e-10,0.5,58.75,61.25
67.5,67.29977384418083,18.51705221626927,0.0038086114006259495,0.20425862665040265,0.0301521953554445,3,2,0,16.0,18.666666666666664,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,66.25,68.75
55.0,53.75022626842304,13.571348704104864,0.004166088748406085,0.24589211516159015,0.037275284035796705,2,4,0,13.333333333333332,16.0,0.00416,0.0045,1e-10,0.5,53.75,56.25
115.0,116.24972504381007,13.37232741070181,0.0031386559498129186,0.08827063117670901,0.006994280178607562,2,0,0,13.333333333333332,16.0,0.0028,0.00314,1e-10,0.5,113.75,116.25
105.0,104.47427839413271,10.46738113386292,0.0038416510272985143,0.09679615509551019,0.00011387210171587289,0,3,0,8.0,10.666666666666666,0.0038199999999999996,0.00416,1e-10,0.5,103.75,106.25
100.0,101.248737484302,10.666663785223456,0.003443035224259277,0.06126137973786879,0.43958647164288395,0,1,0,8.0,10.666666666666666,0.00314,0.0034799999999999996,1e-10,0.5,98.75,101.25
60.0,60.19371274095914,18.765764402630012,0.004204074112051381,0.2546850804022372,0.0003524756066571116,4,4,0,18.666666666666664,21.333333333333332,0.00416,0.0045,1e-10,0.5,58.75,61.25
105.0,105.39427219342102,13.3286741322276,0.003537025943834056,0.10028619413368588,0.0007262265653652407,1,2,0,10.666666666666666,13.333333333333332,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,103.75,106.25
75.0,76.24987948836562,15.999994056967076,0.00379388140755874,0.1342450900589906,0.15542959728109218,2,2,0,13.333333333333332,16.0,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,73.75,76.25
55.0,54.74197868987736,18.892329895847546,0.003105769475569389,0.2883708447898939,0.04317437241182023,4,0,0,18.666666666666664,21.333333333333332,0.0028,0.00314,1e-10,0.5,53.75,56.25
60.0,59.929370331769846,21.432346039812977,0.004173842576568534,0.2372030094813054,0.01121320521262284,5,4,0,21.333333333333332,24.0,0.00416,0.0045,1e-10,0.5,58.75,61.25
105.0,104.81495034360182,18.709963312733947,0.003493704490774153,0.10214883720474678,0.01690928631467254,4,2,0,18.666666666666664,21.333333333333332,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,103.75,106.25
72.5,71.57362879820697,13.273560604282359,0.0034799740320949806,0.1893860989388606,0.31562036116285386,1,1,0,10.666666666666666,13.333333333333332,0.00314,0.0034799999999999996,1e-10,0.5,71.25,73.75
117.5,117.86335803102163,19.002348157624223,0.0041804098990997195,0.10463216570734694,0.004439370108679195,4,4,0,18.666666666666664,21.333333333333332,0.00416,0.0045,1e-10,0.5,116.25,118.75
85.0,84.18080318792369,16.16345181460992,0.0038147159073176093,0.21827070403173368,0.09663639673144411,3,2,0,16.0,18.666666666666664,0.0034799999999999996,0.0038199999999999996,1e-10,0.5,83.75,86.25
70.0,68.96329585207617,15.595948904550875,0.0034355301584899573,0.20653628533980956,0.1023779432539228,2,1,0,13.333333333333332,16.0,0.00314,0.0034799999999999996,1e-10,0.5,68.75,71.25
72.5,72.18711037940798,18.250278115593318,0.0034554647947372128,0.23659669560363036,0.022688807684416015,3,1,0,16.0,18.666666666666664,0.00314,0.0034799999999999996,1e-10,0.5,71.25,73.75
52.5,51.8282712264024,21.337998385674396,0.003039749706448966,0.48641065447322396,0.018693238317819657,5,0,0,21.333333333333332,24.0,0.0028,0.00314,1e-10,0.5,51.25,53.75
95.0,94.96603177522042,17.05922525295709,0.004173004129800944,0.14373643570435493,1.3107815429810848e-05,3,4,0,16.0,18.666666666666664,0.00416,0.0045,1e-10,0.5,93.75,96.25
50.0,49.90105733842446,16.180798491540468,0.003473953317910606,0.2711920326996798,0.04028050221955159,3,1,0,16.0,18.666666666666664,0.00314,0.0034799999999999996,1e-10,0.5,48.75,51.25
90.0,89.04244450601661,16.263674729718478,0.004033823214553594,0.17429864811943602,0.000123898169337098,3,3,0,16.0,18.666666666666664,0.0038199999999999996,0.00416,1e-10,0.5,88.75,91.25
102.5,103.72944482147167,15.999976764506396,0.0031364482868938464,0.09193402568538979,0.13665098541196344,2,0,0,13.333333333333332,16.0,0.0028,0.00314,1e-10,0.5,101.25,103.75
80.0,79.57167857266576,15.9919208865729,0.003119129648835189,0.20762891308269893,0.187454604270828,2,0,0,13.333333333333332,16.0,0.0028,0.00314,1e-10,0.5,78.75,81.25
87.5,88.74999878877172,10.665199581051937,0.0041599999736384695,0.07781780982011793,0.12828546423116172,0,3,0,8.0,10.666666666666666,0.0038199999999999996,0.00416,1e-10,0.5,86.25,88.75
